"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"20118",62," Self-emp-not-inc",158712," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,6," United-States",TRUE
"19344",35," Private",142874," Assoc-acdm",12," Married-spouse-absent"," Sales"," Own-child"," Black"," Female",0,0,36," United-States",TRUE
"16138",48," Private",174829," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"29787",41," Private",169104," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," ?",FALSE
"28077",41," Private",211253," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",FALSE
"16420",42," Private",376072," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," United-States",TRUE
"11239",84," Self-emp-inc",172907," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States",FALSE
"20126",62," Private",252668," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,70," United-States",TRUE
"11367",37," State-gov",34996," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"28053",28," Private",67386," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"4820",56," Private",191917," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," White"," Female",4101,0,40," United-States",TRUE
"21808",26," Private",63577," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"23037",38," Self-emp-not-inc",133299," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7998",35," Private",498216," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"12941",38," Private",122952," HS-grad",9," Separated"," Craft-repair"," Unmarried"," White"," Female",0,0,35," United-States",TRUE
"2751",47," Private",122026," Assoc-voc",11," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"25515",55," Private",217802," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,25," United-States",TRUE
"22660",22," Private",34616," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"22783",34," Private",107793," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Germany",FALSE
"10709",45," Federal-gov",162410," Some-college",10," Widowed"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States",FALSE
"14778",27," Private",267989," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"32317",23," Federal-gov",173851," HS-grad",9," Never-married"," Armed-Forces"," Not-in-family"," White"," Male",0,0,8," United-States",TRUE
"5827",24," Private",220426," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"6645",58," Private",178644," HS-grad",9," Widowed"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"107",17," ?",304873," 10th",6," Never-married"," ?"," Own-child"," White"," Female",34095,0,32," United-States",TRUE
"28859",62," Private",123411," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,53," United-States",TRUE
"20920",20," Private",194848," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"12887",27," Private",139209," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"6901",48," Private",138970," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",FALSE
"31017",35," Self-emp-not-inc",190895," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"4036",34," Self-emp-not-inc",320194," Prof-school",15," Separated"," Prof-specialty"," Unmarried"," White"," Male",0,0,48," United-States",FALSE
"7064",38," Private",26987," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"32046",20," Private",184045," Some-college",10," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,30," United-States",TRUE
"14573",26," Private",272669," Bachelors",13," Never-married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,20," South",TRUE
"7131",69," Self-emp-not-inc",128206," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,30," United-States",TRUE
"369",57," Private",212448," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",FALSE
"26234",27," Private",327766," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"30021",45," Self-emp-inc",212954," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",TRUE
"12428",28," Private",140108," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"30937",54," Private",154949," 11th",7," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States",FALSE
"2338",22," Private",230574," 10th",6," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,25," United-States",TRUE
"31333",29," Private",123677," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Laos",TRUE
"7268",29," Private",405177," 10th",6," Separated"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"2195",32," Private",157287," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",TRUE
"15641",24," Private",196675," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,70," United-States",TRUE
"20211",43," State-gov",126701," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States",FALSE
"1776",31," Private",288419," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"31197",50," Local-gov",74660," Some-college",10," Widowed"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"2337",41," Private",160837," 11th",7," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Guatemala",TRUE
"22451",26," Private",154093," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,40," United-States",TRUE
"9170",37," Private",227597," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"24874",19," Private",238969," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,10," United-States",TRUE
"26756",23," Private",265356," Bachelors",13," Never-married"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"2304",90," Private",52386," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,35," United-States",TRUE
"32495",82," ?",403910," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,3," United-States",TRUE
"17911",31," Private",398988," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"15858",68," Self-emp-not-inc",211584," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"28505",43," Private",173316," Assoc-acdm",12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"1040",34," ?",164309," 11th",7," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," United-States",TRUE
"29448",27," ?",501172," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,419,20," Mexico",TRUE
"13755",42," Private",107276," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,2444,40," United-States",FALSE
"17386",39," State-gov",119421," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,625,35," United-States",TRUE
"18865",53," Private",103586," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,55," United-States",TRUE
"12552",26," Private",166051," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"10250",19," Private",285263," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"9082",28," Private",227778," Assoc-voc",11," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,40," United-States",TRUE
"20624",23," Private",214635," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"26935",24," Local-gov",452640," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Male",14344,0,50," United-States",FALSE
"29753",69," ?",117525," Assoc-acdm",12," Divorced"," ?"," Unmarried"," White"," Female",0,0,1," United-States",TRUE
"8327",20," Private",33644," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States",TRUE
"27924",32," Private",126132," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",FALSE
"22419",51," Self-emp-inc",210736," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",10520,0,40," United-States",FALSE
"8242",20," ?",194096," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"22631",50," Self-emp-not-inc",197054," Prof-school",15," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",FALSE
"8245",32," Private",121634," 10th",6," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," Mexico",TRUE
"25131",29," Private",95423," HS-grad",9," Married-AF-spouse"," Transport-moving"," Husband"," White"," Male",0,0,80," United-States",TRUE
"12072",27," Federal-gov",148153," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",TRUE
"14752",24," Private",199555," Assoc-voc",11," Never-married"," Sales"," Unmarried"," White"," Male",0,0,5," United-States",TRUE
"17435",51," Private",313146," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"21097",20," ?",337488," Some-college",10," Never-married"," ?"," Own-child"," Black"," Male",0,0,30," United-States",TRUE
"2354",33," Private",176711," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," England",TRUE
"25824",31," Private",87418," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8839",18," Private",200876," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,16," United-States",TRUE
"21882",30," Federal-gov",43953," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"25361",34," State-gov",366198," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," Germany",FALSE
"3872",30," Local-gov",363032," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," United-States",TRUE
"25087",46," Private",121168," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"21086",27," Private",214858," HS-grad",9," Married-civ-spouse"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"19554",52," Self-emp-not-inc",237868," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,5," United-States",TRUE
"19035",44," Private",118550," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,33," United-States",TRUE
"21007",28," Private",339372," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"4408",52," Self-emp-inc",100506," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States",FALSE
"13662",43," Private",203642," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",FALSE
"8617",23," Private",240398," Bachelors",13," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,15," United-States",TRUE
"28926",61," Private",80896," HS-grad",9," Separated"," Transport-moving"," Unmarried"," Asian-Pac-Islander"," Male",0,0,45," United-States",FALSE
"27840",40," Self-emp-not-inc",277488," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,84," United-States",TRUE
"28806",63," Self-emp-inc",38472," Some-college",10," Widowed"," Sales"," Not-in-family"," White"," Female",14084,0,60," United-States",FALSE
"18898",30," Local-gov",178383," Some-college",10," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"5047",46," Private",58126," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"22138",28," Private",176683," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,70," United-States",FALSE
"19181",82," ?",42435," 10th",6," Widowed"," ?"," Not-in-family"," White"," Male",0,0,20," United-States",TRUE
"16184",51," Private",101722," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," Amer-Indian-Eskimo"," Male",3908,0,47," United-States",TRUE
"5235",42," Self-emp-inc",204033," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," ?",TRUE
"1947",57," Private",176079," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"19463",64," ?",211360," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"20297",20," Private",249543," Some-college",10," Never-married"," Protective-serv"," Own-child"," White"," Female",0,0,16," United-States",TRUE
"10939",28," Private",184723," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1980,35," United-States",TRUE
"7879",37," Local-gov",51158," Some-college",10," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",7298,0,36," United-States",FALSE
"27586",51," Private",123429," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",FALSE
"3292",74," ?",29866," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,2," United-States",TRUE
"6557",55," Private",116878," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,30," United-States",FALSE
"28719",42," Private",126003," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",FALSE
"1219",31," Private",231263," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",4650,0,45," United-States",TRUE
"1471",61," Private",120939," Prof-school",15," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,5," United-States",FALSE
"23971",42," Private",52781," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States",FALSE
"13099",32," Private",207284," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7097",46," Private",170850," Bachelors",13," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,1590,40," ?",TRUE
"5109",44," Self-emp-inc",187720," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",FALSE
"18861",30," Private",509500," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",4787,0,45," United-States",FALSE
"16498",75," Private",71898," Preschool",1," Never-married"," Priv-house-serv"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,48," Philippines",TRUE
"28470",54," Private",135388," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States",FALSE
"20464",85," Self-emp-not-inc",166027," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"30649",29," State-gov",118520," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,42," United-States",TRUE
"15308",39," Private",237943," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,1726,40," United-States",TRUE
"7541",50," Self-emp-not-inc",170562," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,20," United-States",TRUE
"19327",38," State-gov",110426," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,40," ?",FALSE
"10386",31," Local-gov",243665," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,41," United-States",FALSE
"10229",25," State-gov",117833," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,19," United-States",TRUE
"10023",18," Private",123343," 11th",7," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"8664",35," State-gov",35626," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,15," United-States",TRUE
"2906",53," Private",358056," 11th",7," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"21248",30," Private",187618," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",TRUE
"18778",54," Private",225307," 11th",7," Divorced"," Craft-repair"," Own-child"," White"," Female",0,0,50," United-States",FALSE
"9825",63," Private",28334," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",FALSE
"2475",29," Self-emp-not-inc",125190," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1070",36," Private",117312," Assoc-acdm",12," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,60," United-States",TRUE
"28294",42," ?",116632," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,60," United-States",TRUE
"24171",41," State-gov",47902," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",FALSE
"26738",47," Private",97176," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"10324",35," Private",101978," HS-grad",9," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"4887",34," Private",114973," HS-grad",9," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,30," United-States",TRUE
"12753",42," Private",144778," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",TRUE
"9678",22," Private",160120," 10th",6," Never-married"," Transport-moving"," Own-child"," Asian-Pac-Islander"," Male",0,0,30," United-States",TRUE
"11813",33," Private",340332," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,45," United-States",TRUE
"2636",52," State-gov",71344," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",TRUE
"19374",27," Private",203776," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",TRUE
"20238",21," Private",191444," 11th",7," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"30455",36," Private",255454," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,30," United-States",TRUE
"27981",56," Private",182062," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,48," United-States",FALSE
"2174",51," Private",270194," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"4980",34," Private",499249," HS-grad",9," Married-spouse-absent"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Guatemala",TRUE
"30834",25," Private",110978," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,37," India",FALSE
"26863",48," Self-emp-not-inc",160724," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Japan",TRUE
"9505",29," Private",349154," 10th",6," Separated"," Farming-fishing"," Unmarried"," White"," Female",0,0,40," Guatemala",TRUE
"14789",31," Local-gov",128016," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"20924",45," Private",241350," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,48," United-States",FALSE
"13096",42," ?",321086," Masters",14," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",TRUE
"5767",62," ?",97231," Some-college",10," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,1," United-States",TRUE
"16259",36," Private",162651," HS-grad",9," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," Columbia",TRUE
"313",19," ?",860348," Some-college",10," Never-married"," ?"," Own-child"," Black"," Female",0,0,25," United-States",TRUE
"21979",41," Local-gov",34987," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",FALSE
"3210",59," Private",99131," HS-grad",9," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,18," United-States",TRUE
"25363",26," Private",108019," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",3325,0,40," United-States",TRUE
"16095",31," Private",236599," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",FALSE
"32084",51," ?",43909," HS-grad",9," Divorced"," ?"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"25073",53," Federal-gov",177647," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," France",FALSE
"29917",43," Private",96421," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,24," Outlying-US(Guam-USVI-etc)",TRUE
"20937",39," Local-gov",214284," Bachelors",13," Widowed"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,10," Japan",TRUE
"13746",19," Private",172368," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"5059",44," Private",313022," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States",FALSE
"13101",50," Private",274528," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",TRUE
"29321",29," Private",82910," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"28102",30," Private",151967," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,58," United-States",TRUE
"25446",57," Private",127779," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1469",24," Private",42706," Assoc-voc",11," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"29671",34," Private",100593," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,6," United-States",TRUE
"18533",59," Self-emp-not-inc",190514," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States",TRUE
"10197",31," Private",345277," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"28431",38," State-gov",314052," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States",TRUE
"6984",26," Private",33610," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,60," United-States",TRUE
"5315",42," Self-emp-not-inc",67065," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"28921",38," Private",87282," Assoc-voc",11," Never-married"," Exec-managerial"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," United-States",TRUE
"32314",41," Private",144460," Some-college",10," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," Italy",TRUE
"22521",44," Private",187720," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,41," United-States",TRUE
"10188",21," Private",177265," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States",TRUE
"22146",36," Private",112497," 9th",5," Married-civ-spouse"," Sales"," Own-child"," White"," Male",0,0,50," United-States",FALSE
"16549",25," Private",176756," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"10865",57," Private",214061," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"26774",24," Private",653574," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," El-Salvador",TRUE
"19763",41," Private",190591," HS-grad",9," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States",TRUE
"19094",41," Local-gov",170924," Some-college",10," Never-married"," Prof-specialty"," Other-relative"," White"," Male",0,0,7," United-States",TRUE
"29303",40," Local-gov",74949," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"23811",43," Local-gov",227734," Assoc-voc",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,22," United-States",TRUE
"1811",57," Private",114495," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",TRUE
"4035",21," Private",61777," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,70," United-States",TRUE
"24252",34," Private",128063," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,36," United-States",TRUE
"13104",47," Self-emp-inc",188610," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",TRUE
"2290",42," Self-emp-not-inc",121718," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,24," United-States",TRUE
"22843",25," Private",268222," HS-grad",9," Separated"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"22710",21," Private",189749," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"21079",29," Private",164040," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",TRUE
"28884",31," Local-gov",102130," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",TRUE
"6562",26," Private",167761," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",FALSE
"4222",35," Private",169638," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,36," United-States",TRUE
"2603",45," State-gov",37672," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"26857",23," Private",353010," 11th",7," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,35," United-States",TRUE
"15608",21," Private",195532," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"11147",29," Federal-gov",339002," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"6968",60," Private",230545," 7th-8th",4," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," Cuba",TRUE
"16376",41," Private",198196," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"3705",34," Local-gov",106169," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"2582",40," Private",153799," 1st-4th",2," Married-spouse-absent"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," Dominican-Republic",TRUE
"489",45," Local-gov",164427," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
